"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"223945_x_at","223945_x_at","retinitis pigmentosa 9 pseudogene","RP9P","441212","","","","Homo sapiens PNAS-13 mRNA, complete cds",12751042,"AF274938",NA,NA,"","7p14.3","Chromosome 7, NC_000007.14 (32916815..32943170, complement)","","","","","","",0.73833496666667,6.45663727272727,2.10335694017203,0.0461455678528871,0.999988917839134,-4.43919096523718,"RP9P","RP9 pseudogene"
"223952_x_at","223952_x_at","dehydrogenase/reductase 9","DHRS9","10170","","","","Homo sapiens retinol dehydrogenase homolog isoform-1 (RDH) mRNA, complete cds",9082138,"AF240698",NA,NA,"","2q31.1","Chromosome 2, NC_000002.12 (169067035..169096167)","alcohol dehydrogenase (NAD) activity///racemase and epimerase activity///retinol dehydrogenase activity///retinol dehydrogenase activity///testosterone dehydrogenase (NAD+) activity","9-cis-retinoic acid biosynthetic process///androgen metabolic process///epithelial cell differentiation///oxidation-reduction process///progesterone metabolic process///retinoic acid biosynthetic process///retinol metabolic process","endoplasmic reticulum membrane///integral component of endoplasmic reticulum membrane///organelle membrane","GO:0004022///GO:0016854///GO:0004745///GO:0004745///GO:0047035","GO:0042904///GO:0008209///GO:0030855///GO:0055114///GO:0042448///GO:0002138///GO:0042572","GO:0005789///GO:0030176///GO:0031090",-0.535746633333332,4.3886485,-2.16401485680516,0.0406790781374887,0.999988917839134,-4.42864769248599,"DHRS9","dehydrogenase/reductase 9"
"223987_at","223987_at","chordin like 2","CHRDL2","25884","","","","Homo sapiens FKSG37 (FKSG37) mRNA, complete cds",12276190,"AF332891",NA,NA,"","11q14","Chromosome 11, NC_000011.10 (74696428..74731385, complement)","","cartilage development///cell differentiation///ossification","cytoplasm///extracellular space","","GO:0051216///GO:0030154///GO:0001503","GO:0005737///GO:0005615",-0.597651533333333,4.60860954545455,-2.1028456960784,0.0461943137443702,0.999988917839134,-4.43927932289972,"CHRDL2","chordin like 2"
"224024_at","224024_at","endoplasmic reticulum-golgi intermediate compartment 1","ERGIC1","57222","","","","Homo sapiens mRNA; cDNA DKFZp434P1414 (from clone DKFZp434P1414)",12053022,"AL136753",NA,NA,"","5q35.1","Chromosome 5, NC_000005.10 (172834220..172952685)","protein binding","ER to Golgi vesicle-mediated transport","Golgi membrane///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment///endoplasmic reticulum-Golgi intermediate compartment membrane///integral component of membrane///membrane","GO:0005515","GO:0006888","GO:0000139///GO:0005789///GO:0005793///GO:0033116///GO:0016021///GO:0016020",0.573941100000001,2.94339890909091,2.07478608598699,0.048941417337224,0.999988917839134,-4.4441153167176,"ERGIC1","endoplasmic reticulum-golgi intermediate compartment 1"
"224186_s_at","224186_s_at","ring finger protein 123","RNF123","63891","","","","Homo sapiens mRNA; cDNA DKFZp434A0610 (from clone DKFZp434A0610)",12052976,"AL136729",NA,NA,"","3p24.3","Chromosome 3, NC_000003.12 (49688753..49721529)","ligase activity///zinc ion binding","protein ubiquitination","cytoplasm","GO:0016874///GO:0008270","GO:0016567","GO:0005737",1.02659396666667,6.605552,2.65466716556855,0.0138990941630723,0.999988917839134,-4.34015810168079,"RNF123","ring finger protein 123"
"224202_at","224202_at","SUFU negative regulator of hedgehog signaling","SUFU","51684","","","","Homo sapiens Suppressor of Fused mRNA, alternatively spliced, complete cds",6689887,"AF144231",NA,NA,"","10q24.32","Chromosome 10, NC_000010.11 (102502879..102633458)","beta-catenin binding///protein binding///protein kinase binding///signal transducer activity///transcription corepressor activity///transcription factor binding","aorta development///coronary vasculature development///cytoplasmic sequestering of transcription factor///heart looping///multicellular organism development///negative regulation of osteoblast differentiation///negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of smoothened signaling pathway///negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning///negative regulation of transcription factor import into nucleus///negative regulation of transcription from RNA polymerase II promoter///neural tube closure///proteolysis///regulation of transcription, DNA-templated///signal transduction///skeletal system development///skin development///smoothened signaling pathway involved in spinal cord motor neuron cell fate specification///smoothened signaling pathway involved in ventral spinal cord interneuron specification///ventricular septum development","ciliary base///ciliary tip///cytoplasm///cytoplasm///cytosol///nucleoplasm///nucleus///primary cilium","GO:0008013///GO:0005515///GO:0019901///GO:0004871///GO:0003714///GO:0008134","GO:0035904///GO:0060976///GO:0042994///GO:0001947///GO:0007275///GO:0045668///GO:2000059///GO:0043433///GO:0045879///GO:1901621///GO:0042992///GO:0000122///GO:0001843///GO:0006508///GO:0006355///GO:0007165///GO:0001501///GO:0043588///GO:0021776///GO:0021775///GO:0003281","GO:0097546///GO:0097542///GO:0005737///GO:0005737///GO:0005829///GO:0005654///GO:0005634///GO:0072372",0.714766200000002,5.62836313636364,2.21588769288196,0.0364748861071101,0.999988917839134,-4.41954257264023,"SUFU","SUFU negative regulator of hedgehog signaling"
"224233_s_at","224233_s_at","misato 1, mitochondrial distribution and morphology regulator","MSTO1","55154","","","","Homo sapiens misato homolog 1 (Drosophila), mRNA (cDNA clone MGC:959 IMAGE:3140498), complete cds",34783122,"BC002535",NA,NA,"","1q22","Chromosome 1, NC_000001.11 (155610170..155614967)","GTPase activity///molecular_function","mitochondrion distribution///mitochondrion organization","cytoplasm///mitochondrial outer membrane","GO:0003924///GO:0003674","GO:0048311///GO:0007005","GO:0005737///GO:0005741",0.559111733333339,7.60419113636364,2.30573714683501,0.0301146018754914,0.999988917839134,-4.40359815130798,"MSTO1","misato mitochondrial distribution and morphology regulator 1"
"224336_s_at","224336_s_at","dual specificity phosphatase 16","DUSP16","80824","","","","Homo sapiens MKP-7 mRNA for MAPK phosphatase-7, complete cds",13548676,"AB052156",NA,NA,"","12p13","Chromosome 12, NC_000012.12 (12473282..12562839, complement)","MAP kinase tyrosine/serine/threonine phosphatase activity///phosphatase activity///phosphoprotein phosphatase activity///protein tyrosine phosphatase activity","MAPK export from nucleus///MAPK phosphatase export from nucleus, leptomycin B sensitive///dephosphorylation///dephosphorylation///inactivation of MAPK activity///peptidyl-tyrosine dephosphorylation","cytoplasm///cytoplasmic, membrane-bounded vesicle///cytosol///nucleoplasm///nucleus","GO:0017017///GO:0016791///GO:0004721///GO:0004725","GO:0045204///GO:0045209///GO:0016311///GO:0016311///GO:0000188///GO:0035335","GO:0005737///GO:0016023///GO:0005829///GO:0005654///GO:0005634",0.596397766666669,5.98781327272727,2.41630920378855,0.0236838564584772,0.999988917839134,-4.38371771692364,"DUSP16","dual specificity phosphatase 16"
"224363_at","224363_at","","","","","","","Homo sapiens connexin mRNA, complete cds",13625157,"AF251048",NA,NA,"","","","","","","","","",-0.487092633333333,3.29021159090909,-2.38117584764471,0.0255753978403491,0.999988917839134,-4.39006219170602,NA,NA
"224504_s_at","224504_s_at","BUD13 homolog","BUD13","84811","","","","Homo sapiens BUD13 homolog (S. cerevisiae), mRNA (cDNA clone MGC:13125 IMAGE:4111572), complete cds",39644747,"BC006350",NA,NA,"","11q23.3","Chromosome 11, NC_000011.10 (116748170..116772998, complement)","poly(A) RNA binding///protein binding","mRNA export from nucleus///mRNA splicing, via spliceosome","RES complex///nucleus","GO:0044822///GO:0005515","GO:0006406///GO:0000398","GO:0070274///GO:0005634",-0.486427566666666,5.68330909090909,-2.2163281019057,0.0364409408517972,0.999988917839134,-4.41946493884156,"BUD13","BUD13 spliceosome associated protein"
"224551_s_at","224551_s_at","spectrin beta, non-erythrocytic 4","SPTBN4","57731","","","","Homo sapiens betaIV spectrin isoform sigma2 and betaIV spectrin isoform sigma3 bicistronic mRNA, complete cds, alternatively spliced",11602886,"AY004226",NA,NA,"","19q13.13","Chromosome 19, NC_000019.10 (40467153..40576459)","Ras guanyl-nucleotide exchange factor activity///actin binding///actin binding///ankyrin binding///ankyrin binding///phosphatase binding///phospholipid binding///protein binding///spectrin binding///structural constituent of cytoskeleton","ER to Golgi vesicle-mediated transport///MAPK cascade///actin filament capping///adult walking behavior///axon guidance///axonogenesis///cardiac conduction///central nervous system projection neuron axonogenesis///clustering of voltage-gated sodium channels///cytoskeletal anchoring at plasma membrane///establishment of protein localization to plasma membrane///fertilization///negative regulation of heart rate///positive regulation of GTPase activity///positive regulation of multicellular organism growth///regulation of peptidyl-serine phosphorylation///regulation of sodium ion transport///sensory perception of sound///transmission of nerve impulse///vesicle-mediated transport","PML body///PML body///adherens junction///axon hillock///axon initial segment///cell body fiber///cytoplasm///cytoplasm///cytosol///extracellular exosome///membrane///neuronal cell body///node of Ranvier///nuclear matrix///nuclear matrix///paranode region of axon///plasma membrane///spectrin///spectrin","GO:0005088///GO:0003779///GO:0003779///GO:0030506///GO:0030506///GO:0019902///GO:0005543///GO:0005515///GO:0030507///GO:0005200","GO:0006888///GO:0000165///GO:0051693///GO:0007628///GO:0007411///GO:0007409///GO:0061337///GO:0021952///GO:0045162///GO:0007016///GO:0090002///GO:0009566///GO:0010459///GO:0043547///GO:0040018///GO:0033135///GO:0002028///GO:0007605///GO:0019226///GO:0016192","GO:0016605///GO:0016605///GO:0005912///GO:0043203///GO:0043194///GO:0070852///GO:0005737///GO:0005737///GO:0005829///GO:0070062///GO:0016020///GO:0043025///GO:0033268///GO:0016363///GO:0016363///GO:0033270///GO:0005886///GO:0008091///GO:0008091",0.430531400000002,7.66620081818182,2.17538751355601,0.0397216102878178,0.999988917839134,-4.42665821938207,"SPTBN4","spectrin beta, non-erythrocytic 4"
"224563_at","224563_at","WAS protein family member 2","WASF2","10163","","","","602436530F1 NIH_MGC_46 Homo sapiens cDNA clone IMAGE:4554390 5-, mRNA sequence",13145196,"BG338758",NA,NA,"","1p36.11","Chromosome 1, NC_000001.11 (27404226..27490187, complement)","actin binding///cadherin binding involved in cell-cell adhesion///protein binding///protein complex binding///protein complex binding","Fc-gamma receptor signaling pathway involved in phagocytosis///Rac protein signal transduction///actin cytoskeleton organization///actin filament-based movement///adenylate cyclase-modulating G-protein coupled receptor signaling pathway///ameboidal-type cell migration///angiogenesis///cell-cell adhesion///lamellipodium assembly///lamellipodium morphogenesis///megakaryocyte development///negative regulation of stress fiber assembly///positive regulation of lamellipodium assembly///vascular endothelial growth factor receptor signaling pathway///viral process","SCAR complex///actin cytoskeleton///cell-cell adherens junction///cytosol///early endosome///extracellular exosome///intracellular///lamellipodium///ruffle","GO:0003779///GO:0098641///GO:0005515///GO:0032403///GO:0032403","GO:0038096///GO:0016601///GO:0030036///GO:0030048///GO:0007188///GO:0001667///GO:0001525///GO:0098609///GO:0030032///GO:0072673///GO:0035855///GO:0051497///GO:0010592///GO:0048010///GO:0016032","GO:0031209///GO:0015629///GO:0005913///GO:0005829///GO:0005769///GO:0070062///GO:0005622///GO:0030027///GO:0001726",1.05134936666667,7.58169609090909,3.22755408336919,0.00360498021930372,0.999988917839134,-4.23428378414185,"WASF2","WASP family member 2"
"224568_x_at","224568_x_at","metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)","MALAT1","378938","","","","wz91a07.x1 NCI_CGAP_Brn25 Homo sapiens cDNA clone IMAGE:2566164 3-, mRNA sequence",5854760,"AW005982",NA,NA,"","11q13.1","Chromosome 11, NC_000011.10 (65497679..65504494)","","","","","","",0.759093000000002,11.2384077272727,2.41074679593851,0.0239744753424076,0.999988917839134,-4.38472377858751,"MALAT1","metastasis associated lung adenocarcinoma transcript 1"
"224637_at","224637_at","oligosaccharyltransferase complex subunit 4, non-catalytic","OST4","100128731","","","","601873420F1 NIH_MGC_54 Homo sapiens cDNA clone IMAGE:4097333 5-, mRNA sequence",11104605,"BF211019",NA,NA,"","2p23.3","Chromosome 2, NC_000002.12 (27070472..27071699, complement)","","","endoplasmic reticulum membrane///integral component of membrane","","","GO:0005789///GO:0016021",1.02884803333334,7.788497,2.59095855088226,0.0160575674909153,0.999988917839134,-4.35187270309889,"OST4","oligosaccharyltransferase complex subunit 4, non-catalytic"
"224670_at","224670_at","Sys1 golgi trafficking protein","SYS1","90196","","","","AL530267 Homo sapiens NEUROBLASTOMA COT 50-NORMALIZED Homo sapiens cDNA clone CS0DD009YL17 5-PRIME, mRNA sequence",45705242,"AL530267",NA,NA,"","20q13.12","Chromosome 20, NC_000020.11 (45361937..45376802)","","Golgi to endosome transport///Golgi to plasma membrane protein transport///protein targeting to Golgi","cytosol///integral component of Golgi membrane///trans-Golgi network///trans-Golgi network membrane","","GO:0006895///GO:0043001///GO:0000042","GO:0005829///GO:0030173///GO:0005802///GO:0032588",0.631266266666669,7.11477068181818,3.07667885240201,0.00518404752489343,0.999988917839134,-4.26208819731551,"SYS1","SYS1 golgi trafficking protein"
"224715_at","224715_at","WD repeat domain 34","WDR34","89891","","","","602436801F1 NIH_MGC_46 Homo sapiens cDNA clone IMAGE:4554529 5-, mRNA sequence",13145421,"BG338983",NA,NA,"","9q34.11","Chromosome 9, NC_000009.12 (128633653..128656850, complement)","protein binding","","axoneme///centriole///ciliary basal body///ciliary tip///cytoplasm///primary cilium","GO:0005515","","GO:0005930///GO:0005814///GO:0036064///GO:0097542///GO:0005737///GO:0072372",0.552570266666669,6.60984431818182,2.20521047407276,0.037306663964514,0.999988917839134,-4.42142305572016,"DYNC2I2","dynein 2 intermediate chain 2"
"224771_at","224771_at","neuron navigator 1","NAV1","89796","","","","wp72f01.x1 NCI_CGAP_Brn25 Homo sapiens cDNA clone IMAGE:2467321 3-, mRNA sequence",5675930,"AI937060",NA,NA,"","1q32.3","Chromosome 1, NC_000001.11 (201648322..201826974)","","microtubule bundle formation///neuron migration","cytoplasm///microtubule","","GO:0001578///GO:0001764","GO:0005737///GO:0005874",0.875328200000004,7.59576422727273,2.64237024618421,0.0142932848186899,0.999988917839134,-4.3424223611014,"NAV1","neuron navigator 1"
"224828_at","224828_at","cytoplasmic polyadenylation element binding protein 4","CPEB4","80315","","","","AV704132 ADB Homo sapiens cDNA clone ADBCXE06 5-, mRNA sequence",10721452,"AV704132",NA,NA,"","5q21","Chromosome 5, NC_000005.10 (173888328..173960991)","mRNA 3'-UTR binding///nucleotide binding///poly(A) RNA binding///protein binding///ribosome binding///translation factor activity, RNA binding///translation repressor activity, nucleic acid binding","cellular response to amino acid stimulus///cellular response to decreased oxygen levels///cellular response to glucose starvation///ionotropic glutamate receptor signaling pathway///negative regulation of cytoplasmic translation///negative regulation of neuron apoptotic process///response to ischemia///translation","cytoplasm///cytoplasm///dendrite///endoplasmic reticulum///messenger ribonucleoprotein complex///neuron projection///nucleus///nucleus///postsynaptic density///synapse","GO:0003730///GO:0000166///GO:0044822///GO:0005515///GO:0043022///GO:0008135///GO:0000900","GO:0071230///GO:0036294///GO:0042149///GO:0035235///GO:2000766///GO:0043524///GO:0002931///GO:0006412","GO:0005737///GO:0005737///GO:0030425///GO:0005783///GO:1990124///GO:0043005///GO:0005634///GO:0005634///GO:0014069///GO:0045202",1.10216046666667,7.69261759090909,2.11794769429266,0.0447736518075415,0.999988917839134,-4.43666562755855,"CPEB4","cytoplasmic polyadenylation element binding protein 4"
"224838_at","224838_at","forkhead box P1","FOXP1","27086","","","","Homo sapiens cDNA: FLJ23245 fis, clone COL02931",10439865,"AK026898",NA,NA,"","3p13","Chromosome 3, NC_000003.12 (70954714..71583989, complement)","RNA polymerase II transcription factor activity, sequence-specific DNA binding///androgen receptor binding///metal ion binding///protein binding///protein self-association///sequence-specific DNA binding","T follicular helper cell differentiation///chemokine (C-C motif) ligand 2 secretion///endothelial cell activation///interleukin-21 secretion///macrophage activation///monocyte activation///negative regulation of B cell apoptotic process///negative regulation of androgen receptor signaling pathway///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///osteoclast development///osteoclast differentiation///positive regulation of endothelial cell migration///positive regulation of smooth muscle cell proliferation///regulation of defense response to bacterium///regulation of endothelial tube morphogenesis///regulation of inflammatory response///regulation of interleukin-1 beta secretion///regulation of interleukin-12 secretion///regulation of macrophage colony-stimulating factor production///regulation of monocyte differentiation///regulation of transcription from RNA polymerase II promoter///regulation of tumor necrosis factor production///response to lipopolysaccharide///transcription, DNA-templated","nucleoplasm///nucleus","GO:0000981///GO:0050681///GO:0046872///GO:0005515///GO:0043621///GO:0043565","GO:0061470///GO:0035926///GO:0042118///GO:0072619///GO:0042116///GO:0042117///GO:0002903///GO:0060766///GO:0045892///GO:0045892///GO:0036035///GO:0030316///GO:0010595///GO:0048661///GO:1900424///GO:1901509///GO:0050727///GO:0050706///GO:2001182///GO:1901256///GO:0045655///GO:0006357///GO:0032680///GO:0032496///GO:0006351","GO:0005654///GO:0005634",0.920871300000002,8.09210995454545,2.22489272436865,0.0357864742050087,0.999988917839134,-4.41795412948747,"FOXP1","forkhead box P1"
"224884_at","224884_at","A-kinase anchoring protein 13","AKAP13","11214","","","","UI-HF-BN0-afb-g-12-0-UI.s1 NIH_MGC_50 Homo sapiens cDNA clone IMAGE:3066430 3-, mRNA sequence",7247312,"AW575773",NA,NA,"","15q25.3","Chromosome 15, NC_000015.10 (85380616..85749358)","MAP-kinase scaffold activity///Rho GTPase binding///Rho guanyl-nucleotide exchange factor activity///Rho guanyl-nucleotide exchange factor activity///cAMP-dependent protein kinase activity///guanyl-nucleotide exchange factor activity///metal ion binding///protein binding///protein complex scaffold///protein kinase A binding///signal transducer activity","G-protein coupled receptor signaling pathway///adrenergic receptor signaling pathway///adrenergic receptor signaling pathway involved in heart process///bone development///cardiac muscle cell differentiation///heart development///intracellular signal transduction///nuclear export///positive regulation of GTPase activity///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of Rho protein signal transduction///positive regulation of Rho protein signal transduction///positive regulation of apoptotic process///protein phosphorylation///regulation of cardiac muscle hypertrophy///regulation of glucocorticoid mediated signaling pathway///regulation of protein kinase activity///regulation of sarcomere organization///regulation of small GTPase mediated signal transduction","cell cortex///colocalizes_with cortical actin cytoskeleton///cytoplasm///cytosol///cytosol///membrane///nucleus///perinuclear region of cytoplasm","GO:0005078///GO:0017048///GO:0005089///GO:0005089///GO:0004691///GO:0005085///GO:0046872///GO:0005515///GO:0032947///GO:0051018///GO:0004871","GO:0007186///GO:0071875///GO:0086023///GO:0060348///GO:0055007///GO:0007507///GO:0035556///GO:0051168///GO:0043547///GO:0043123///GO:0035025///GO:0035025///GO:0043065///GO:0006468///GO:0010611///GO:1900169///GO:0045859///GO:0060297///GO:0051056","GO:0005938///colocalizes_with GO:0030864///GO:0005737///GO:0005829///GO:0005829///GO:0016020///GO:0005634///GO:0048471",0.7725872,6.57343468181818,3.02278053150614,0.00589520229712705,0.999988917839134,-4.27205550779595,"AKAP13","A-kinase anchoring protein 13"
"224915_x_at","224915_x_at","ZNFX1 antisense RNA 1","ZFAS1","441951","","","","AV756131 BM Homo sapiens cDNA clone BMFBAB04 5-, mRNA sequence",10913979,"AV756131",NA,NA,"","20q13.13","Chromosome 20, NC_000020.11 (49278178..49289260)","","","","","","",0.963361366666668,7.02791881818182,3.52911060359068,0.00172188359993858,0.999988917839134,-4.17943694979366,"ZFAS1","ZNFX1 antisense RNA 1"
"224992_s_at","224992_s_at","c-Maf inducing protein","CMIP","80790","","","","qy88d09.x1 NCI_CGAP_Brn25 Homo sapiens cDNA clone IMAGE:2019089 3-, mRNA sequence",4114682,"AI363061",NA,NA,"","16q23","Chromosome 16, NC_000016.10 (81445170..81711762)","protein binding","","cytoplasm///nucleus","GO:0005515","","GO:0005737///GO:0005634",0.666788400000005,8.05493954545454,2.22440880325173,0.0358231671430754,0.999988917839134,-4.41803954757022,"CMIP","c-Maf inducing protein"
"225033_at","225033_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","ST3GAL1","6482","","","","AV721528 HTB Homo sapiens cDNA clone HTBBYD06 5-, mRNA sequence",10823220,"AV721528",NA,NA,"","8q24.22","Chromosome 8, NC_000008.11 (133454848..133572454, complement)","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity///beta-galactoside (CMP) alpha-2,3-sialyltransferase activity///beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","N-acetylneuraminate metabolic process///O-glycan processing///cellular protein modification process///ganglioside biosynthetic process///keratan sulfate biosynthetic process///oligosaccharide metabolic process///protein N-linked glycosylation///protein N-linked glycosylation via asparagine///protein phosphorylation///sialylation","Golgi cisterna membrane///Golgi membrane///extracellular exosome///integral component of Golgi membrane///membrane","GO:0003836///GO:0003836///GO:0003836","GO:0006054///GO:0016266///GO:0006464///GO:0001574///GO:0018146///GO:0009311///GO:0006487///GO:0018279///GO:0006468///GO:0097503","GO:0032580///GO:0000139///GO:0070062///GO:0030173///GO:0016020",0.890049800000002,6.86047568181818,2.74430108556872,0.0113196782599378,0.999988917839134,-4.32361737264351,"ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"225035_x_at","225035_x_at","WAS protein family homolog 2-like///microRNA 6859-1///microRNA 6859-2///WAS protein family homolog 6-like///WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene","LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P","102723897///102466751///102465909///101930154///100288778///100287171///653635///375260///374666","","","","602378984F1 NIH_MGC_92 Homo sapiens cDNA clone IMAGE:4509741 5-, mRNA sequence",12768787,"BG258971",NA,NA,"","12p13.33///9p24.3///1p36.33///2q13///15q26.3","Chromosome 1, NC_000001.11 (184878..199860, complement)///Chromosome 1, NC_000001.11 (17369..17436, complement)///Chromosome 1, NC_000001.11 (187891..187958, complement)///Chromosome X///Chromosome 12, NC_000012.12 (14477..32015, complement)///Chromosome 9, NC_000009.12 (14475..30487, complement)///Chromosome 1, NC_000001.11 (14362..29370, complement)///Chromosome 2, NC_000002.12 (113583653..113599037)///Chromosome 15, NC_000015.10 (101960813..101976605)","actin binding///alpha-tubulin binding///protein binding///ubiquitin protein ligase binding///actin binding///alpha-tubulin binding","Arp2/3 complex-mediated actin nucleation///Arp2/3 complex-mediated actin nucleation///endosomal transport///exocytosis///extracellular matrix disassembly///positive regulation of cell migration///positive regulation of pseudopodium assembly///protein transport///retrograde transport, endosome to Golgi///retrograde transport, endosome to Golgi///retrograde transport, endosome to plasma membrane///Arp2/3 complex-mediated actin nucleation///early endosome to late endosome transport///endosomal transport///endosome organization///protein targeting to lysosome///retrograde transport, endosome to Golgi","WASH complex///autophagosome///centriole///cytoplasmic vesicle///cytosol///early endosome///early endosome///early endosome membrane///colocalizes_with exocyst///invadopodium///late endosome///recycling endosome///recycling endosome membrane///WASH complex///autophagosome///centriole///cytoplasmic vesicle///cytosol///early endosome///early endosome///early endosome membrane///filopodium///lamellipodium///recycling endosome///recycling endosome///recycling endosome membrane","GO:0003779///GO:0043014///GO:0005515///GO:0031625///GO:0003779///GO:0043014","GO:0034314///GO:0034314///GO:0016197///GO:0006887///GO:0022617///GO:0030335///GO:0031274///GO:0015031///GO:0042147///GO:0042147///GO:1990126///GO:0034314///GO:0045022///GO:0016197///GO:0007032///GO:0006622///GO:0042147","GO:0071203///GO:0005776///GO:0005814///GO:0031410///GO:0005829///GO:0005769///GO:0005769///GO:0031901///colocalizes_with GO:0000145///GO:0071437///GO:0005770///GO:0055037///GO:0055038///GO:0071203///GO:0005776///GO:0005814///GO:0031410///GO:0005829///GO:0005769///GO:0005769///GO:0031901///GO:0030175///GO:0030027///GO:0055037///GO:0055037///GO:0055038",0.701410066666668,9.05723286363636,2.30173890115105,0.0303745985522854,0.999988917839134,-4.40431197320784,"WASH3P","WASP family homolog 3, pseudogene"
"225035_x_at","225035_x_at","WAS protein family homolog 2-like///microRNA 6859-1///microRNA 6859-2///WAS protein family homolog 6-like///WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene","LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P","102723897///102466751///102465909///101930154///100288778///100287171///653635///375260///374666","","","","602378984F1 NIH_MGC_92 Homo sapiens cDNA clone IMAGE:4509741 5-, mRNA sequence",12768787,"BG258971",NA,NA,"","12p13.33///9p24.3///1p36.33///2q13///15q26.3","Chromosome 1, NC_000001.11 (184878..199860, complement)///Chromosome 1, NC_000001.11 (17369..17436, complement)///Chromosome 1, NC_000001.11 (187891..187958, complement)///Chromosome X///Chromosome 12, NC_000012.12 (14477..32015, complement)///Chromosome 9, NC_000009.12 (14475..30487, complement)///Chromosome 1, NC_000001.11 (14362..29370, complement)///Chromosome 2, NC_000002.12 (113583653..113599037)///Chromosome 15, NC_000015.10 (101960813..101976605)","actin binding///alpha-tubulin binding///protein binding///ubiquitin protein ligase binding///actin binding///alpha-tubulin binding","Arp2/3 complex-mediated actin nucleation///Arp2/3 complex-mediated actin nucleation///endosomal transport///exocytosis///extracellular matrix disassembly///positive regulation of cell migration///positive regulation of pseudopodium assembly///protein transport///retrograde transport, endosome to Golgi///retrograde transport, endosome to Golgi///retrograde transport, endosome to plasma membrane///Arp2/3 complex-mediated actin nucleation///early endosome to late endosome transport///endosomal transport///endosome organization///protein targeting to lysosome///retrograde transport, endosome to Golgi","WASH complex///autophagosome///centriole///cytoplasmic vesicle///cytosol///early endosome///early endosome///early endosome membrane///colocalizes_with exocyst///invadopodium///late endosome///recycling endosome///recycling endosome membrane///WASH complex///autophagosome///centriole///cytoplasmic vesicle///cytosol///early endosome///early endosome///early endosome membrane///filopodium///lamellipodium///recycling endosome///recycling endosome///recycling endosome membrane","GO:0003779///GO:0043014///GO:0005515///GO:0031625///GO:0003779///GO:0043014","GO:0034314///GO:0034314///GO:0016197///GO:0006887///GO:0022617///GO:0030335///GO:0031274///GO:0015031///GO:0042147///GO:0042147///GO:1990126///GO:0034314///GO:0045022///GO:0016197///GO:0007032///GO:0006622///GO:0042147","GO:0071203///GO:0005776///GO:0005814///GO:0031410///GO:0005829///GO:0005769///GO:0005769///GO:0031901///colocalizes_with GO:0000145///GO:0071437///GO:0005770///GO:0055037///GO:0055038///GO:0071203///GO:0005776///GO:0005814///GO:0031410///GO:0005829///GO:0005769///GO:0005769///GO:0031901///GO:0030175///GO:0030027///GO:0055037///GO:0055037///GO:0055038",0.701410066666668,9.05723286363636,2.30173890115105,0.0303745985522854,0.999988917839134,-4.40431197320784,"WASH2P","WASP family homolog 2, pseudogene"
